TEAM	MATCH_UP	GAME_DATE	W/L	MIN	OFFRTG	DEFRTG	NETRTG	AST%	AST/TO	ASTRAT	OREB%	DREB%	REB%	TOV%	EFG%	TS%	PACE	PIE
MEM	MEM vs. HOU	12/11/2021	W	48	122.8	117.8	5.0	55.0	2.00	16.9	38.3	63.8	51.1	12.0	56.9	59.0	91.00	52.3
MIA	MIA vs. CHI	12/11/2021	W	48	125.5	98.9	26.6	80.4	3.70	25.2	33.3	72.7	54.4	10.6	59.7	60.8	93.50	68.1
SAC	SAC @ CLE	12/11/2021	L	48	96.3	109.3	-13.1	46.3	1.12	13.8	23.2	81.6	50.5	15.9	47.8	50.2	107.00	40.6
SAS	SAS vs. DEN	12/11/2021	L	48	114.3	128.3	-14.0	68.3	1.65	19.4	35.3	70.2	52.0	17.3	51.7	55.0	98.50	42.4
GSW	GSW @ PHI	12/11/2021	L	48	98.9	109.7	-10.7	61.8	1.62	16.2	27.8	81.0	51.0	13.8	47.1	50.0	93.50	40.5
DEN	DEN @ SAS	12/11/2021	W	48	128.3	114.3	14.0	70.2	2.75	22.8	29.8	64.7	48.0	12.1	61.3	64.0	98.50	57.6
ORL	ORL @ LAC	12/11/2021	L	48	113.0	116.5	-3.4	60.0	1.91	16.8	25.5	75.0	51.5	12.0	51.3	57.4	91.50	50.0
CLE	CLE vs. SAC	12/11/2021	W	48	109.3	96.3	13.1	65.9	1.93	18.9	18.4	76.8	49.5	13.1	53.4	58.3	107.00	59.4
WAS	WAS vs. UTA	12/11/2021	L	48	101.0	125.5	-24.5	41.5	1.31	13.5	23.5	70.2	45.9	13.4	50.6	51.5	97.50	35.6
PHI	PHI vs. GSW	12/11/2021	W	48	109.7	98.9	10.7	54.3	1.46	15.8	19.0	72.2	49.0	14.0	52.0	58.3	93.50	59.5
LAC	LAC vs. ORL	12/11/2021	W	48	116.5	113.0	3.4	64.3	3.38	20.6	25.0	74.5	48.5	8.8	55.4	56.0	91.50	50.0
HOU	HOU @ MEM	12/11/2021	L	48	117.8	122.8	-5.0	65.8	1.56	18.9	36.2	61.7	48.9	17.8	56.5	59.0	91.00	47.7
CLE	CLE @ MIN	12/10/2021	W	48	117.1	101.9	15.2	73.9	2.00	23.0	22.0	74.6	53.0	16.2	61.8	65.0	104.50	61.1
BKN	BKN @ ATL	12/10/2021	W	48	110.8	101.9	8.8	56.5	1.86	18.4	27.1	65.5	48.1	13.7	52.7	56.5	102.50	55.5
NOP	NOP vs. DET	12/10/2021	W	48	109.0	93.0	16.0	70.7	1.81	19.5	37.0	82.1	60.0	16.0	50.0	53.4	100.00	59.4
PHX	PHX vs. BOS	12/10/2021	W	48	111.0	90.9	20.1	58.1	2.08	17.7	30.2	72.6	53.0	12.0	52.1	55.0	99.50	65.3
MIN	MIN vs. CLE	12/10/2021	L	48	101.9	117.1	-15.2	66.7	1.71	16.8	25.4	78.0	47.0	13.5	45.1	50.8	104.50	38.9
TOR	TOR vs. NYK	12/10/2021	W	48	98.9	94.6	4.3	70.0	2.63	16.4	27.1	67.3	46.5	8.8	41.4	46.3	91.50	52.2
SAC	SAC @ CHA	12/10/2021	L	48	121.8	125.3	-3.5	45.8	1.57	15.1	43.6	70.7	55.2	13.9	54.5	56.7	100.00	47.0
LAL	LAL @ OKC	12/10/2021	W	48	118.4	96.9	21.4	56.1	1.44	16.8	32.7	67.2	51.8	16.3	58.0	60.5	98.00	60.6
NYK	NYK @ TOR	12/10/2021	L	48	94.6	98.9	-4.3	62.1	1.20	14.1	32.7	72.9	53.5	16.3	41.4	47.5	91.50	47.8
ATL	ATL vs. BKN	12/10/2021	L	48	101.9	110.8	-8.8	56.8	1.40	14.6	34.5	72.9	51.9	14.6	45.2	50.2	102.50	44.5
DAL	DAL @ IND	12/10/2021	L	48	102.2	117.8	-15.6	46.2	1.29	14.5	32.6	63.0	47.8	15.4	48.8	52.1	90.50	41.6
HOU	HOU vs. MIL	12/10/2021	L	48	112.9	120.6	-7.7	71.4	1.88	20.7	27.5	68.2	46.3	15.8	57.9	58.3	101.50	44.0
MIL	MIL @ HOU	12/10/2021	W	48	120.6	112.9	7.7	45.2	1.27	14.1	31.8	72.5	53.7	14.7	59.6	63.3	101.50	56.0
CHA	CHA vs. SAC	12/10/2021	W	48	125.3	121.8	3.5	60.4	1.81	20.7	29.3	56.4	44.8	16.2	63.2	64.7	100.00	53.0
OKC	OKC vs. LAL	12/10/2021	L	48	96.9	118.4	-21.4	55.3	1.40	15.1	32.8	67.3	48.2	15.3	44.8	46.5	98.00	39.4
IND	IND vs. DAL	12/10/2021	W	48	117.8	102.2	15.6	68.3	2.15	20.7	37.0	67.4	52.2	14.4	54.6	57.4	90.50	58.4
DET	DET @ NOP	12/10/2021	L	48	93.0	109.0	-16.0	62.9	1.69	16.8	17.9	63.0	40.0	13.0	45.6	48.8	100.00	40.6
BOS	BOS @ PHX	12/10/2021	L	48	90.9	111.0	-20.1	37.1	1.00	10.1	27.4	69.8	47.0	13.1	39.8	43.5	99.50	34.7
MEM	MEM vs. LAL	12/09/2021	W	48	108.0	93.1	14.9	68.3	2.15	19.4	28.1	79.5	50.5	13.0	51.1	53.0	101.00	55.5
PHI	PHI vs. UTA	12/09/2021	L	48	102.1	124.2	-22.1	44.7	1.42	13.7	26.0	60.4	42.9	12.8	46.6	50.7	94.50	39.0
DEN	DEN @ SAS	12/09/2021	L	48	112.1	125.5	-13.4	69.0	3.22	21.2	20.8	67.4	42.4	9.1	52.7	55.7	98.50	43.2
LAL	LAL @ MEM	12/09/2021	L	48	93.1	108.0	-14.9	72.2	1.18	19.0	20.5	71.9	49.5	21.6	53.8	55.6	101.00	44.5
SAS	SAS vs. DEN	12/09/2021	W	48	125.5	112.1	13.4	69.6	2.29	22.1	32.6	79.2	57.6	14.3	60.8	63.0	98.50	56.8
UTA	UTA @ PHI	12/09/2021	W	48	124.2	102.1	22.1	51.2	1.83	16.2	39.6	74.0	57.1	12.6	55.5	58.1	94.50	61.0
LAC	LAC vs. BOS	12/08/2021	W	48	109.6	107.8	1.8	50.0	1.00	14.7	26.1	69.6	47.8	19.2	55.3	60.2	103.50	50.1
MIL	MIL @ MIA	12/08/2021	L	48	104.0	111.9	-7.9	50.0	0.95	13.4	29.1	81.1	50.0	19.0	49.4	53.7	100.50	40.5
GSW	GSW vs. POR	12/08/2021	W	48	103.0	94.0	9.0	66.7	1.38	15.9	28.3	82.4	54.8	15.8	48.2	53.8	100.50	56.0
CHI	CHI @ CLE	12/08/2021	L	48	94.8	118.6	-23.7	60.0	1.17	15.8	29.6	78.4	49.5	18.6	45.8	49.3	97.00	34.0
NYK	NYK @ IND	12/08/2021	L	48	106.3	127.1	-20.8	47.2	1.31	13.2	32.0	66.7	47.8	13.5	47.1	53.1	96.00	38.0
BOS	BOS @ LAC	12/08/2021	L	48	107.8	109.6	-1.8	63.4	1.13	18.2	30.4	73.9	52.2	22.3	53.5	58.3	103.50	49.9
CHA	CHA vs. PHI	12/08/2021	L	48	110.4	113.4	-3.0	56.4	1.16	17.2	26.2	75.0	50.0	19.8	55.0	59.4	96.50	47.1
IND	IND vs. NYK	12/08/2021	W	48	127.1	106.3	20.8	58.7	2.45	19.7	33.3	68.0	52.2	11.5	59.3	62.9	96.00	62.0
UTA	UTA @ MIN	12/08/2021	W	48	130.8	100.0	30.8	52.0	1.73	19.0	18.4	74.2	53.0	14.4	71.0	71.9	104.00	66.3
PHI	PHI @ CHA	12/08/2021	W	48	113.4	110.4	3.0	63.9	1.35	17.7	25.0	73.8	50.0	17.5	56.7	62.4	96.50	52.9
ORL	ORL @ SAC	12/08/2021	L	48	128.7	140.6	-11.9	60.4	2.23	19.5	37.3	62.2	49.0	12.9	57.7	60.7	101.00	45.3
SAC	SAC vs. ORL	12/08/2021	W	48	140.6	128.7	11.9	45.3	3.00	17.0	37.8	62.7	51.0	7.9	62.4	65.7	101.00	54.7
TOR	TOR vs. OKC	12/08/2021	L	48	111.2	112.2	-1.0	64.3	2.08	19.3	28.3	74.5	50.0	13.3	53.2	54.7	98.00	47.3
WAS	WAS @ DET	12/08/2021	W	53	117.8	112.6	5.2	64.3	1.59	18.9	32.0	73.3	51.6	16.8	54.5	59.3	92.38	53.3
CLE	CLE vs. CHI	12/08/2021	W	48	118.6	94.8	23.7	63.6	1.75	21.2	21.6	70.4	50.5	16.5	63.1	66.1	97.00	66.0
DAL	DAL @ MEM	12/08/2021	W	48	110.6	100.0	10.6	64.9	1.26	18.6	27.5	62.7	48.5	20.2	55.8	59.7	95.00	57.6
OKC	OKC @ TOR	12/08/2021	W	48	112.2	111.2	1.0	73.7	2.00	20.3	25.5	71.7	50.0	14.3	55.4	59.3	98.00	52.7
MEM	MEM vs. DAL	12/08/2021	L	48	100.0	110.6	-10.6	63.9	1.77	16.3	37.3	72.5	51.5	13.5	45.0	47.5	95.00	42.4
HOU	HOU vs. BKN	12/08/2021	W	48	122.6	110.6	11.9	57.5	1.64	17.7	31.1	59.6	47.1	15.1	58.0	60.8	93.50	57.2
BKN	BKN @ HOU	12/08/2021	L	48	110.6	122.6	-11.9	51.4	1.38	13.5	40.4	68.9	52.9	13.8	43.8	50.7	93.50	42.8
MIN	MIN vs. UTA	12/08/2021	L	48	100.0	130.8	-30.8	50.0	1.19	13.8	25.8	81.6	47.0	15.4	48.9	50.7	104.00	33.7
MIA	MIA vs. MIL	12/08/2021	W	48	111.9	104.0	7.9	80.0	1.45	22.9	18.9	70.9	50.0	21.8	66.2	68.7	100.50	59.5
POR	POR @ GSW	12/08/2021	L	48	94.0	103.0	-9.0	72.7	1.50	18.0	17.6	71.7	45.2	16.0	46.3	50.9	100.50	44.0
DET	DET vs. WAS	12/08/2021	L	53	112.6	117.8	-5.2	59.5	1.38	16.3	26.7	68.0	48.4	15.5	55.1	61.4	92.38	46.7
NOP	NOP vs. DEN	12/08/2021	L	53	108.6	112.1	-3.6	68.1	1.28	21.1	33.3	82.6	58.2	23.8	58.3	59.8	96.00	48.2
DEN	DEN @ NOP	12/08/2021	W	53	112.1	108.6	3.6	62.2	2.33	19.6	17.4	66.7	41.8	11.2	56.3	60.1	96.00	51.8
NYK	NYK @ SAS	12/07/2021	W	48	127.4	114.7	12.6	51.2	2.00	16.4	34.7	70.4	53.4	11.6	57.1	60.9	95.00	54.1
SAS	SAS vs. NYK	12/07/2021	L	48	114.7	127.4	-12.6	73.2	3.00	21.3	29.6	65.3	46.6	10.5	51.1	54.1	95.00	45.9
BOS	BOS @ LAL	12/07/2021	L	48	103.0	118.2	-15.2	75.0	2.08	19.9	19.6	57.4	37.8	13.1	50.0	53.8	99.00	43.8
BKN	BKN @ DAL	12/07/2021	W	48	109.7	107.6	2.1	66.7	2.33	21.5	23.8	76.4	53.6	12.9	55.4	57.5	92.50	55.1
LAL	LAL vs. BOS	12/07/2021	W	48	118.2	103.0	15.2	52.1	1.56	17.4	42.6	80.4	62.2	16.2	55.9	58.2	99.00	56.2
DAL	DAL vs. BKN	12/07/2021	L	48	107.6	109.7	-2.1	58.3	5.25	16.7	23.6	76.2	46.4	4.3	45.0	49.7	92.50	44.9
IND	IND vs. WAS	12/06/2021	W	48	126.1	122.2	3.9	58.1	1.56	18.7	46.2	70.0	58.2	17.4	57.9	63.3	91.00	53.3
CLE	CLE @ MIL	12/06/2021	L	48	102.0	109.8	-7.8	77.1	2.70	19.6	16.4	72.3	42.2	9.8	47.2	52.6	102.00	47.5
ATL	ATL @ MIN	12/06/2021	W	48	123.5	112.2	11.2	77.5	2.58	21.5	29.4	68.3	50.5	12.2	58.3	61.5	98.00	55.1
WAS	WAS @ IND	12/06/2021	L	48	122.2	126.1	-3.9	58.1	2.08	19.7	30.0	53.8	41.8	13.3	57.4	60.9	91.00	46.7
DEN	DEN @ CHI	12/06/2021	L	48	100.0	111.2	-11.2	78.9	2.73	20.8	27.9	74.1	49.6	11.3	45.3	47.3	97.50	44.5
CHI	CHI vs. DEN	12/06/2021	W	48	111.2	100.0	11.2	61.0	2.27	18.5	25.9	72.1	50.4	11.2	52.2	54.6	97.50	55.5
DET	DET vs. OKC	12/06/2021	L	48	102.0	114.0	-12.0	51.2	1.24	14.9	34.5	82.2	55.3	16.8	49.5	50.7	100.50	39.9
MEM	MEM @ MIA	12/06/2021	W	48	107.1	91.8	15.3	68.4	1.37	18.2	36.5	74.4	53.7	19.4	50.0	53.4	98.00	54.3
PHI	PHI @ CHA	12/06/2021	W	53	124.5	121.6	2.9	60.9	1.87	19.6	28.9	71.0	53.3	14.7	61.5	64.2	92.38	54.0
CHA	CHA vs. PHI	12/06/2021	L	53	121.6	124.5	-2.9	64.6	3.88	20.5	29.0	71.1	46.7	7.8	52.3	54.2	92.38	46.0
MIN	MIN vs. ATL	12/06/2021	L	48	112.2	123.5	-11.2	56.4	2.75	15.9	31.7	70.6	49.5	8.2	48.5	51.7	98.00	44.9
OKC	OKC @ DET	12/06/2021	W	48	114.0	102.0	12.0	53.7	2.00	16.9	17.8	65.5	44.7	11.0	55.5	59.9	100.50	60.1
MIA	MIA vs. MEM	12/06/2021	L	48	91.8	107.1	-15.3	74.3	1.13	19.3	25.6	63.5	46.3	23.5	50.0	53.9	98.00	45.7
SAS	SAS @ PHX	12/06/2021	L	48	103.0	106.9	-4.0	77.5	2.07	20.9	29.6	64.8	47.2	14.9	48.9	51.3	101.00	51.1
LAC	LAC @ POR	12/06/2021	W	48	103.0	90.9	12.1	43.9	1.38	14.0	25.0	80.4	51.0	13.1	50.5	52.0	99.00	51.5
MIL	MIL vs. CLE	12/06/2021	W	48	109.8	102.0	7.8	52.5	1.24	15.4	27.7	83.6	57.8	16.7	54.1	58.0	102.00	52.5
POR	POR vs. LAC	12/06/2021	L	48	90.9	103.0	-12.1	45.7	0.89	13.0	19.6	75.0	49.0	18.2	47.5	51.3	99.00	48.5
PHX	PHX vs. SAS	12/06/2021	W	48	106.9	103.0	4.0	62.8	1.59	18.4	35.2	70.4	52.8	16.8	51.1	53.0	101.00	48.9
GSW	GSW vs. ORL	12/06/2021	W	48	121.2	91.3	29.8	65.1	1.87	19.4	25.0	86.4	54.3	14.4	60.9	63.2	104.00	63.5
ORL	ORL @ GSW	12/06/2021	L	48	91.3	121.2	-29.8	54.5	0.78	14.1	13.6	75.0	45.7	22.1	50.7	55.4	104.00	36.5
CLE	CLE vs. UTA	12/05/2021	L	48	116.1	116.0	0.2	47.6	1.43	15.3	35.3	62.7	49.0	15.1	53.8	55.8	93.50	51.3
UTA	UTA @ CLE	12/05/2021	W	48	116.0	116.1	-0.2	60.0	1.41	17.8	37.3	64.7	51.0	18.1	55.6	57.7	93.50	48.7
WAS	WAS @ TOR	12/05/2021	L	48	96.8	110.9	-14.1	66.7	2.00	16.7	15.6	74.0	46.3	10.8	46.6	52.5	92.50	46.9
ATL	ATL vs. CHA	12/05/2021	L	48	127.0	130.0	-3.0	60.4	2.64	20.4	29.8	84.1	56.0	11.0	60.8	62.9	100.00	49.3
HOU	HOU vs. NOP	12/05/2021	W	48	128.3	118.7	9.6	61.5	1.71	18.5	35.6	57.9	48.0	15.2	60.1	64.3	91.50	53.7
CHA	CHA @ ATL	12/05/2021	W	48	130.0	127.0	3.0	45.7	3.50	16.4	15.9	70.2	44.0	6.0	63.4	66.1	100.00	50.7
TOR	TOR vs. WAS	12/05/2021	W	48	110.9	96.8	14.1	57.9	2.75	17.3	26.0	84.4	53.7	8.7	49.4	53.4	92.50	53.1
NOP	NOP @ HOU	12/05/2021	L	48	118.7	128.3	-9.6	47.5	2.38	14.2	42.1	64.4	52.0	8.8	47.9	51.4	91.50	46.3
BOS	BOS @ POR	12/04/2021	W	48	149.5	119.4	30.1	53.1	2.17	19.1	35.9	72.0	56.2	12.4	68.4	72.7	97.50	61.7
GSW	GSW vs. SAS	12/04/2021	L	48	108.1	110.9	-2.8	65.0	2.00	18.8	25.0	76.6	49.5	13.1	51.7	53.9	100.00	45.5
MIL	MIL vs. MIA	12/04/2021	W	48	125.3	105.2	20.1	72.7	2.29	20.9	43.6	75.9	59.6	14.1	54.1	58.1	98.00	58.0
POR	POR vs. BOS	12/04/2021	L	48	119.4	149.5	-30.1	52.4	2.44	16.4	28.0	64.1	43.8	9.2	51.7	56.8	97.50	38.3
MEM	MEM @ DAL	12/04/2021	W	48	101.0	94.7	6.3	54.1	0.87	15.0	37.0	67.7	55.0	24.0	54.6	56.0	95.50	61.3
SAS	SAS @ GSW	12/04/2021	W	48	110.9	108.1	2.8	57.1	2.00	17.6	23.4	75.0	50.5	11.9	54.5	58.1	100.00	54.5
NYK	NYK vs. DEN	12/04/2021	L	48	110.0	127.0	-17.0	65.7	2.09	17.2	37.5	72.5	52.1	12.2	46.6	50.9	89.50	40.4
SAC	SAC vs. LAC	12/04/2021	W	48	101.0	97.1	3.9	52.8	1.12	14.0	26.4	71.2	50.0	16.5	48.8	53.6	102.50	55.5
MIA	MIA @ MIL	12/04/2021	L	48	105.2	125.3	-20.1	85.3	1.93	20.9	24.1	56.4	40.4	15.5	50.6	53.9	98.00	42.0
DAL	DAL vs. MEM	12/04/2021	L	48	94.7	101.0	-6.3	61.3	1.27	14.1	32.3	63.0	45.0	15.8	41.8	44.8	95.50	38.7
BKN	BKN vs. CHI	12/04/2021	L	48	108.1	112.1	-4.0	60.9	4.00	18.7	37.9	82.0	56.9	7.1	45.0	46.5	99.00	47.4
DEN	DEN @ NYK	12/04/2021	W	48	127.0	110.0	17.0	68.2	2.31	23.3	27.5	62.5	47.9	14.6	64.3	65.5	89.50	59.6
LAC	LAC @ SAC	12/04/2021	L	48	97.1	101.0	-3.9	67.6	1.28	16.2	28.8	73.6	50.0	17.6	45.5	49.1	102.50	44.5
CHI	CHI @ BKN	12/04/2021	W	48	112.1	108.1	4.0	53.7	2.44	17.1	18.0	62.1	43.1	9.1	53.5	56.7	99.00	52.6
CLE	CLE @ WAS	12/03/2021	W	48	120.8	106.3	14.5	71.4	1.88	20.7	35.8	86.7	59.2	16.7	54.5	58.0	95.50	57.5
ORL	ORL @ HOU	12/03/2021	L	48	116.0	119.2	-3.2	57.1	1.33	17.6	31.1	75.0	53.8	18.0	56.4	60.9	99.50	47.5
UTA	UTA vs. BOS	12/03/2021	W	48	138.4	128.7	9.7	57.8	1.30	19.0	31.6	79.5	57.3	20.2	72.2	75.2	100.00	50.4
DAL	DAL vs. NOP	12/03/2021	L	48	92.9	109.2	-16.3	53.1	1.13	13.6	18.9	70.9	45.4	15.3	46.8	50.3	98.00	37.8
WAS	WAS vs. CLE	12/03/2021	L	48	106.3	120.8	-14.5	55.3	2.10	17.4	13.3	64.2	40.8	10.5	52.4	55.9	95.50	42.5
GSW	GSW vs. PHX	12/03/2021	W	48	116.8	96.0	20.8	66.7	1.76	20.5	31.3	76.8	55.8	16.8	59.2	60.6	100.50	60.4
IND	IND vs. MIA	12/03/2021	L	48	115.6	125.6	-10.0	57.1	1.54	15.7	36.7	71.8	52.3	14.4	49.4	55.0	90.00	43.8
BOS	BOS @ UTA	12/03/2021	L	48	128.7	138.4	-9.7	48.9	3.83	17.6	20.5	68.4	42.7	5.9	59.3	64.6	100.00	49.6
PHX	PHX @ GSW	12/03/2021	L	48	96.0	116.8	-20.8	74.2	1.44	16.9	23.2	68.8	44.2	16.0	43.2	49.8	100.50	39.6
HOU	HOU vs. ORL	12/03/2021	W	48	119.2	116.0	3.2	75.0	2.75	22.9	25.0	68.9	46.2	12.1	57.1	59.8	99.50	52.5
MIA	MIA @ IND	12/03/2021	W	48	125.6	115.6	10.0	55.8	1.85	19.2	28.2	63.3	47.7	14.4	63.0	65.2	90.00	56.3
ATL	ATL vs. PHI	12/03/2021	L	48	104.3	105.4	-1.0	64.5	1.33	16.0	27.5	84.4	54.2	16.3	47.4	53.8	92.50	47.7
BKN	BKN vs. MIN	12/03/2021	W	48	105.8	101.9	3.8	72.2	1.53	18.6	25.6	63.8	47.5	16.3	51.3	58.5	103.50	55.6
PHI	PHI @ ATL	12/03/2021	W	48	105.4	104.3	1.0	57.9	2.00	18.0	15.6	72.5	45.8	11.8	52.5	55.4	92.50	52.3
NOP	NOP @ DAL	12/03/2021	W	48	109.2	92.9	16.3	81.1	3.00	20.8	29.1	81.1	54.6	10.2	47.8	52.3	98.00	62.2
LAC	LAC @ LAL	12/03/2021	W	48	126.6	123.7	2.9	68.3	2.80	21.1	26.2	63.3	46.2	10.6	60.5	65.0	93.50	51.7
MIN	MIN @ BKN	12/03/2021	L	48	101.9	105.8	-3.8	61.1	1.22	15.1	36.2	74.4	52.5	17.5	45.7	50.7	103.50	44.4
LAL	LAL vs. LAC	12/03/2021	L	48	123.7	126.6	-2.9	62.2	2.33	20.1	36.7	73.8	53.8	12.9	56.7	57.9	93.50	48.3
OKC	OKC @ MEM	12/02/2021	L	48	80.6	155.1	-74.5	56.0	0.70	11.7	17.0	55.3	33.0	20.4	40.1	46.1	98.00	13.6
DET	DET @ PHX	12/02/2021	L	48	105.1	117.5	-12.4	55.6	1.54	15.9	17.0	77.5	44.8	13.3	51.9	56.3	97.50	42.1
POR	POR vs. SAS	12/02/2021	L	48	83.0	112.9	-29.9	65.5	1.06	14.8	16.4	76.0	44.8	18.0	42.7	46.4	100.50	30.8
PHX	PHX vs. DET	12/02/2021	W	48	117.5	105.1	12.4	53.5	1.53	17.8	22.5	83.0	55.2	15.5	62.0	64.0	97.50	57.9
TOR	TOR vs. MIL	12/02/2021	W	48	109.0	103.3	5.7	62.2	1.64	17.3	38.9	59.6	49.5	15.7	50.0	51.5	89.50	54.1
MIL	MIL @ TOR	12/02/2021	L	48	103.3	109.0	-5.7	50.0	1.07	12.4	40.4	61.1	50.5	16.7	44.1	48.4	89.50	45.9
CHI	CHI @ NYK	12/02/2021	W	48	119.0	113.9	5.1	54.5	1.60	17.4	33.3	69.8	51.1	15.0	55.6	60.6	100.50	51.8
NYK	NYK vs. CHI	12/02/2021	L	48	113.9	119.0	-5.1	45.2	1.06	14.4	30.2	66.7	48.9	17.8	56.7	61.2	100.50	48.2
SAS	SAS @ POR	12/02/2021	W	48	112.9	83.0	29.9	72.7	2.29	22.4	24.0	83.6	55.2	13.9	56.0	58.1	100.50	69.2
MEM	MEM vs. OKC	12/02/2021	W	48	155.1	80.6	74.5	68.3	4.10	26.5	44.7	83.0	67.0	10.2	72.4	73.1	98.00	86.4
CLE	CLE @ MIA	12/01/2021	W	48	119.4	92.4	27.0	73.0	1.29	21.1	25.0	76.8	58.0	22.6	66.2	71.0	92.50	70.8
NOP	NOP vs. DAL	12/01/2021	L	48	113.8	146.3	-32.5	55.0	1.38	16.4	36.0	60.7	44.9	17.0	52.2	55.7	94.50	37.1
ATL	ATL @ IND	12/01/2021	W	48	117.5	112.1	5.4	54.5	1.85	18.8	16.3	77.1	48.4	13.4	60.5	62.4	98.00	52.0
MIA	MIA vs. CLE	12/01/2021	L	48	92.4	119.4	-27.0	65.6	1.62	16.7	23.2	75.0	42.0	14.1	44.7	46.8	92.50	29.2
BOS	BOS vs. PHI	12/01/2021	W	48	94.6	94.6	0.1	54.5	1.38	15.0	18.8	77.2	50.5	14.0	48.7	51.4	92.50	51.4
SAC	SAC @ LAC	12/01/2021	W	48	122.8	115.0	7.8	60.9	2.33	20.1	23.3	63.6	45.9	11.9	60.8	64.0	100.50	51.2
MIL	MIL vs. CHA	12/01/2021	W	48	119.8	116.8	3.0	63.0	2.23	19.9	24.0	80.0	50.5	12.3	56.4	60.2	106.50	50.8
WAS	WAS vs. MIN	12/01/2021	W	48	115.0	108.1	6.9	75.6	2.43	22.5	34.7	74.1	55.3	14.0	54.9	57.4	99.50	62.1
HOU	HOU @ OKC	12/01/2021	W	48	116.3	113.4	2.9	62.5	1.32	18.5	32.5	68.8	52.3	19.4	60.1	64.3	97.50	55.9
DAL	DAL @ NOP	12/01/2021	W	48	146.3	113.8	32.5	56.1	1.78	23.4	39.3	64.0	55.1	18.9	79.5	79.9	94.50	62.9
ORL	ORL vs. DEN	12/01/2021	W	48	109.1	104.0	5.1	59.1	2.00	20.3	10.0	83.0	49.4	13.1	58.0	60.4	99.00	57.0
MIN	MIN @ WAS	12/01/2021	L	48	108.1	115.0	-6.9	40.5	1.15	11.7	25.9	65.3	44.7	13.1	48.3	53.8	99.50	37.9
OKC	OKC vs. HOU	12/01/2021	L	48	113.4	116.3	-2.9	40.0	1.23	12.5	31.3	67.5	47.7	13.4	51.8	56.3	97.50	44.1
CHA	CHA @ MIL	12/01/2021	L	48	116.8	119.8	-3.0	69.8	1.76	21.0	20.0	76.0	49.5	15.9	61.5	64.9	106.50	49.2
LAC	LAC vs. SAC	12/01/2021	L	48	115.0	122.8	-7.8	74.5	2.69	22.6	36.4	76.7	54.1	13.0	51.5	53.7	100.50	48.8
PHI	PHI @ BOS	12/01/2021	L	48	94.6	94.6	-0.1	60.6	2.86	16.0	22.8	81.3	49.5	7.6	41.6	45.1	92.50	48.6
DEN	DEN @ ORL	12/01/2021	L	48	104.0	109.1	-5.1	56.4	1.47	17.2	17.0	90.0	50.6	15.2	55.0	57.7	99.00	43.0
IND	IND vs. ATL	12/01/2021	L	48	112.1	117.5	-5.4	52.3	2.30	17.3	22.9	83.7	51.6	10.1	54.4	57.2	98.00	48.0
TOR	TOR vs. MEM	11/30/2021	L	48	91.9	99.0	-7.1	38.9	0.78	10.9	29.1	62.7	46.5	18.2	45.1	47.3	99.00	40.0
PHX	PHX vs. GSW	11/30/2021	W	48	108.3	100.0	8.3	65.1	2.15	21.1	21.3	60.8	41.8	13.5	56.3	56.6	96.00	55.1
POR	POR vs. DET	11/30/2021	W	48	111.1	92.9	18.2	58.5	2.18	17.3	29.8	75.5	50.9	11.1	50.0	52.9	99.00	57.5
SAC	SAC vs. LAL	11/30/2021	L	48	93.9	120.6	-26.7	62.9	1.10	16.8	22.4	66.0	44.4	20.4	48.1	51.9	97.50	40.3
GSW	GSW @ PHX	11/30/2021	L	48	100.0	108.3	-8.3	69.4	1.09	17.9	39.2	78.7	58.2	24.0	50.0	52.1	96.00	44.9
LAL	LAL @ SAC	11/30/2021	W	48	120.6	93.9	26.7	45.7	1.40	15.6	34.0	77.6	55.6	15.5	56.0	58.0	97.50	59.7
MEM	MEM @ TOR	11/30/2021	W	48	99.0	91.9	7.1	50.0	1.06	12.9	37.3	70.9	53.5	17.2	44.1	48.3	99.00	60.0
BKN	BKN vs. NYK	11/30/2021	W	48	121.7	117.0	4.7	65.9	3.00	20.6	28.3	66.0	47.3	9.8	52.9	58.3	93.00	53.1
NYK	NYK @ BKN	11/30/2021	L	48	117.0	121.7	-4.7	61.4	2.45	19.7	34.0	71.7	52.7	11.7	54.4	57.1	93.00	46.9
DET	DET @ POR	11/30/2021	L	48	92.9	111.1	-18.2	58.6	0.89	13.4	24.5	70.2	49.1	19.2	44.1	51.6	99.00	42.5
LAC	LAC vs. NOP	11/29/2021	L	48	111.8	133.7	-21.9	45.9	1.13	14.8	13.2	64.6	41.9	16.1	61.1	64.0	92.50	40.5
DEN	DEN @ MIA	11/29/2021	W	48	130.4	119.4	11.1	74.4	2.46	24.8	14.7	68.6	47.1	14.1	70.3	72.1	92.50	54.9
OKC	OKC @ HOU	11/29/2021	L	48	86.4	100.0	-13.6	51.6	1.23	12.7	13.3	75.9	44.1	12.6	39.7	45.2	102.50	41.3
WAS	WAS @ SAS	11/29/2021	L	48	108.8	128.9	-20.1	63.4	3.71	19.8	30.2	61.7	45.0	7.7	49.5	50.7	90.50	42.1
PHI	PHI vs. ORL	11/29/2021	W	48	99.0	93.2	5.8	61.5	2.18	17.0	24.2	81.5	50.9	10.8	45.4	48.1	102.50	51.1
CHI	CHI vs. CHA	11/29/2021	W	48	133.0	120.2	12.8	66.0	3.18	24.3	23.7	80.4	54.8	11.0	67.4	68.3	99.50	55.6
