TEAM	MATCH_UP	GAME_DATE	W_L	MIN	PTS	FGM	FGA	FG	3PM	3PA	3P	FTM	FTA	FT	OREB	DREB	REB	AST	TOV	STL	BLK	PF	+/-
HOU	HOU vs. LAC	11/14/2022	L	48	106	39	86	45.3	9	30	30.0	19	31	61.3	10	30	40	20	14	11	3	22	-16
MIL	MIL vs. ATL	11/14/2022	L	48	106	34	82	41.5	6	29	20.7	32	41	78.0	11	35	46	21	17	4	3	26	-15
TOR	TOR @ DET	11/14/2022	W	48	115	40	82	48.8	8	27	29.6	27	28	96.4	12	30	42	27	17	7	8	27	4
OKC	OKC @ BOS	11/14/2022	L	48	122	47	98	48.0	11	30	36.7	17	21	81.0	10	41	51	21	20	4	6	21	-4
BOS	BOS vs. OKC	11/14/2022	W	48	126	46	96	47.9	10	37	27.0	24	29	82.8	10	36	46	25	14	15	7	20	4
ATL	ATL @ MIL	11/14/2022	W	48	121	44	92	47.8	7	20	35.0	26	30	86.7	13	32	45	23	9	4	4	23	15
ORL	ORL vs. CHA	11/14/2022	L	48	105	36	88	40.9	14	36	38.9	19	23	82.6	22	26	48	23	22	3	7	18	-7
LAC	LAC @ HOU	11/14/2022	W	48	122	41	81	50.6	14	38	36.8	26	33	78.8	9	35	44	25	17	6	4	23	16
MEM	MEM @ WAS	11/13/2022	L	48	92	38	96	39.6	9	28	32.1	7	10	70.0	14	37	51	21	17	7	6	24	-10
LAL	LAL vs. BKN	11/13/2022	W	48	116	44	91	48.4	11	27	40.7	17	20	85.0	12	33	45	25	9	3	2	22	13
NYK	NYK vs. OKC	11/13/2022	L	48	135	48	97	49.5	10	31	32.3	29	33	87.9	13	22	35	25	13	13	2	18	-10
UTA	UTA @ PHI	11/13/2022	L	48	98	37	94	39.4	11	37	29.7	13	23	56.5	18	32	50	23	18	3	4	17	-7
GSW	GSW @ SAC	11/13/2022	L	48	115	42	90	46.7	16	47	34.0	15	16	93.8	8	35	43	27	18	5	5	20	-7
BKN	BKN @ LAL	11/13/2022	L	48	103	36	80	45.0	7	27	25.9	24	31	77.4	8	33	41	22	13	5	5	17	-13
CHI	CHI vs. DEN	11/13/2022	L	48	103	40	81	49.4	6	22	27.3	17	21	81.0	8	28	36	24	19	9	4	19	-23
OKC	OKC @ NYK	11/13/2022	W	48	145	55	88	62.5	17	31	54.8	18	20	90.0	4	34	38	31	19	9	5	27	10
CLE	CLE vs. MIN	11/13/2022	L	48	124	40	89	44.9	17	34	50.0	27	39	69.2	16	24	40	22	10	6	1	22	-5
DEN	DEN @ CHI	11/13/2022	W	48	126	48	80	60.0	13	27	48.1	17	21	81.0	5	31	36	33	16	11	3	17	23
WAS	WAS vs. MEM	11/13/2022	W	48	102	36	86	41.9	19	40	47.5	11	21	52.4	9	38	47	26	15	9	6	15	10
SAC	SAC vs. GSW	11/13/2022	W	48	122	47	91	51.6	16	37	43.2	12	19	63.2	9	36	45	31	16	8	2	17	7
PHI	PHI vs. UTA	11/13/2022	W	48	105	40	83	48.2	4	23	17.4	21	26	80.8	8	31	39	21	12	12	14	19	7
MIN	MIN @ CLE	11/13/2022	W	48	129	46	82	56.1	12	24	50.0	25	34	73.5	11	36	47	30	13	5	4	30	5
DAL	DAL vs. POR	11/12/2022	W	48	117	41	81	50.6	14	43	32.6	21	26	80.8	7	33	40	26	11	8	2	27	5
ATL	ATL @ PHI	11/12/2022	L	48	109	40	89	44.9	6	24	25.0	23	27	85.2	12	31	43	20	19	4	2	19	-12
HOU	HOU @ NOP	11/12/2022	L	48	106	40	79	50.6	12	36	33.3	14	18	77.8	10	33	43	24	26	7	4	23	-13
MIA	MIA vs. CHA	11/12/2022	W	48	132	49	93	52.7	16	41	39.0	18	21	85.7	9	37	46	32	12	7	5	19	17
BKN	BKN @ LAC	11/12/2022	W	48	110	40	83	48.2	16	35	45.7	14	21	66.7	6	35	41	27	13	9	6	18	15
BOS	BOS @ DET	11/12/2022	W	48	117	39	91	42.9	18	48	37.5	21	24	87.5	9	33	42	27	7	6	4	17	9
DET	DET vs. BOS	11/12/2022	L	48	108	37	89	41.6	16	38	42.1	18	21	85.7	11	39	50	23	14	4	3	23	-9
UTA	UTA @ WAS	11/12/2022	L	48	112	44	94	46.8	14	40	35.0	10	11	90.9	7	35	42	33	12	4	3	17	-9
TOR	TOR @ IND	11/12/2022	L	48	104	37	94	39.4	7	35	20.0	23	29	79.3	16	27	43	14	12	12	8	18	-14
LAC	LAC vs. BKN	11/12/2022	L	48	95	34	85	40.0	11	31	35.5	16	20	80.0	10	36	46	22	18	4	6	17	-15
IND	IND vs. TOR	11/12/2022	W	48	118	41	82	50.0	19	43	44.2	17	23	73.9	11	40	51	33	21	4	6	23	14
NOP	NOP vs. HOU	11/12/2022	W	48	119	42	86	48.8	8	29	27.6	27	31	87.1	12	24	36	28	12	13	1	23	13
CHA	CHA @ MIA	11/12/2022	L	48	115	46	90	51.1	9	31	29.0	14	16	87.5	4	33	37	25	12	4	3	21	-17
WAS	WAS vs. UTA	11/12/2022	W	48	121	44	88	50.0	16	36	44.4	17	20	85.0	6	40	46	27	9	6	8	14	9
POR	POR @ DAL	11/12/2022	L	48	112	36	80	45.0	13	31	41.9	27	35	77.1	12	32	44	20	12	6	2	21	-5
PHI	PHI vs. ATL	11/12/2022	W	48	121	44	80	55.0	8	24	33.3	25	31	80.6	2	29	31	24	12	10	5	26	12
MIN	MIN @ MEM	11/11/2022	L	48	103	37	79	46.8	10	30	33.3	19	22	86.4	7	26	33	29	15	10	4	25	-11
GSW	GSW vs. CLE	11/11/2022	W	48	106	40	82	48.8	15	36	41.7	11	14	78.6	8	36	44	29	15	5	3	27	5
NYK	NYK vs. DET	11/11/2022	W	48	121	42	94	44.7	10	40	25.0	27	29	93.1	16	31	47	23	11	7	3	31	9
CLE	CLE @ GSW	11/11/2022	L	48	101	37	92	40.2	8	30	26.7	19	26	73.1	14	32	46	25	13	6	3	17	-5
MEM	MEM vs. MIN	11/11/2022	W	48	114	44	88	50.0	7	33	21.2	19	27	70.4	15	31	46	25	14	8	3	19	11
ORL	ORL vs. PHX	11/11/2022	W	48	114	43	82	52.4	15	33	45.5	13	15	86.7	9	41	50	23	15	2	4	11	17
LAL	LAL vs. SAC	11/11/2022	L	48	114	42	88	47.7	10	25	40.0	20	26	76.9	14	27	41	22	14	11	5	22	-6
SAS	SAS vs. MIL	11/11/2022	W	48	111	43	85	50.6	12	31	38.7	13	15	86.7	9	41	50	22	19	3	13	22	18
DET	DET @ NYK	11/11/2022	L	48	112	37	80	46.3	7	31	22.6	31	41	75.6	12	31	43	22	15	6	6	23	-9
OKC	OKC vs. TOR	11/11/2022	W	48	132	52	93	55.9	15	36	41.7	13	17	76.5	15	29	44	31	19	10	6	27	19
BOS	BOS vs. DEN	11/11/2022	W	48	131	50	90	55.6	16	37	43.2	15	20	75.0	10	36	46	30	7	3	5	19	19
TOR	TOR @ OKC	11/11/2022	L	48	113	38	88	43.2	11	30	36.7	26	36	72.2	14	25	39	20	16	13	4	16	-19
DEN	DEN @ BOS	11/11/2022	L	48	112	42	92	45.7	12	29	41.4	16	20	80.0	11	27	38	26	6	3	1	16	-19
SAC	SAC @ LAL	11/11/2022	W	48	120	45	87	51.7	12	36	33.3	18	21	85.7	10	30	40	27	15	10	4	17	6
PHX	PHX @ ORL	11/11/2022	L	48	97	38	95	40.0	13	42	31.0	8	9	88.9	11	27	38	22	11	7	4	14	-17
MIL	MIL @ SAS	11/11/2022	L	48	93	32	98	32.7	12	43	27.9	17	23	73.9	21	27	48	22	17	7	5	14	-18
POR	POR @ NOP	11/10/2022	W	48	106	37	85	43.5	12	34	35.3	20	26	76.9	11	35	46	25	9	8	2	14	11
PHI	PHI @ ATL	11/10/2022	L	48	95	32	83	38.6	6	30	20.0	25	30	83.3	9	36	45	15	17	10	5	22	-9
WAS	WAS vs. DAL	11/10/2022	W	48	113	41	84	48.8	12	30	40.0	19	20	95.0	8	44	52	25	17	5	5	21	8
DAL	DAL @ WAS	11/10/2022	L	48	105	37	86	43.0	18	47	38.3	13	21	61.9	7	34	41	19	13	9	1	13	-8
CHA	CHA @ MIA	11/10/2022	L	53	112	43	88	48.9	14	39	35.9	12	20	60.0	8	42	50	23	21	4	2	30	-5
ATL	ATL vs. PHI	11/10/2022	W	48	104	39	88	44.3	6	26	23.1	20	23	87.0	11	43	54	19	18	8	2	22	9
NOP	NOP vs. POR	11/10/2022	L	48	95	33	79	41.8	10	28	35.7	19	24	79.2	9	36	45	19	17	3	5	21	-11
MIA	MIA vs. CHA	11/10/2022	W	53	117	39	90	43.3	10	36	27.8	29	36	80.6	8	30	38	21	11	9	1	25	5
POR	POR @ CHA	11/09/2022	W	48	105	40	75	53.3	11	34	32.4	14	25	56.0	8	37	45	28	18	5	4	19	10
DAL	DAL @ ORL	11/09/2022	L	48	87	32	85	37.6	11	42	26.2	12	19	63.2	4	25	29	17	6	14	4	19	-7
HOU	HOU @ TOR	11/09/2022	L	48	109	37	84	44.0	9	35	25.7	26	31	83.9	16	33	49	29	16	9	7	18	-7
UTA	UTA @ ATL	11/09/2022	W	48	125	44	94	46.8	17	39	43.6	20	24	83.3	13	34	47	27	13	5	6	20	6
CHI	CHI vs. NOP	11/09/2022	L	48	111	44	87	50.6	7	27	25.9	16	18	88.9	6	29	35	23	15	5	8	23	-4
OKC	OKC vs. MIL	11/09/2022	L	58	132	50	111	45.0	18	45	40.0	14	19	73.7	16	39	55	24	13	9	9	26	-4
PHX	PHX @ MIN	11/09/2022	W	48	129	47	97	48.5	16	35	45.7	19	20	95.0	10	26	36	31	11	10	3	21	12
CLE	CLE @ SAC	11/09/2022	L	48	120	46	86	53.5	11	26	42.3	17	20	85.0	12	30	42	24	18	4	1	23	-7
BKN	BKN vs. NYK	11/09/2022	W	48	112	42	87	48.3	14	34	41.2	14	20	70.0	11	44	55	30	15	11	5	22	27
IND	IND vs. DEN	11/09/2022	L	48	119	45	96	46.9	14	42	33.3	15	19	78.9	11	33	44	28	18	9	5	23	-3
LAC	LAC vs. LAL	11/09/2022	W	48	114	41	81	50.6	12	33	36.4	20	26	76.9	6	35	41	24	15	10	7	24	13
TOR	TOR vs. HOU	11/09/2022	W	48	116	42	102	41.2	15	44	34.1	17	20	85.0	22	28	50	19	13	12	9	26	7
ATL	ATL vs. UTA	11/09/2022	L	48	119	51	109	46.8	8	28	28.6	9	11	81.8	17	37	54	24	11	5	5	16	-6
DET	DET @ BOS	11/09/2022	L	48	112	37	89	41.6	7	33	21.2	31	40	77.5	15	33	48	15	10	7	3	19	-16
SAC	SAC vs. CLE	11/09/2022	W	48	127	40	76	52.6	17	39	43.6	30	35	85.7	2	22	24	30	9	12	4	20	7
BOS	BOS vs. DET	11/09/2022	W	48	128	47	88	53.4	18	46	39.1	16	21	76.2	8	35	43	31	13	5	4	25	16
MIN	MIN vs. PHX	11/09/2022	L	48	117	41	78	52.6	9	27	33.3	26	32	81.3	8	30	38	26	19	4	6	22	-12
ORL	ORL vs. DAL	11/09/2022	W	48	94	36	73	49.3	8	21	38.1	14	21	66.7	4	45	49	20	19	1	6	20	7
LAL	LAL @ LAC	11/09/2022	L	48	101	40	88	45.5	10	32	31.3	11	17	64.7	8	35	43	26	16	7	2	20	-13
SAS	SAS vs. MEM	11/09/2022	L	53	122	47	98	48.0	12	37	32.4	16	23	69.6	13	26	39	30	12	8	2	17	-2
CHA	CHA vs. POR	11/09/2022	L	48	95	34	91	37.4	10	40	25.0	17	24	70.8	20	22	42	21	11	10	3	22	-10
NOP	NOP @ CHI	11/09/2022	W	48	115	42	84	50.0	3	19	15.8	28	36	77.8	13	37	50	20	16	8	5	18	4
MIL	MIL @ OKC	11/09/2022	W	58	136	50	106	47.2	17	36	47.2	19	22	86.4	11	44	55	27	17	8	7	23	4
MEM	MEM @ SAS	11/09/2022	W	53	124	50	98	51.0	14	32	43.8	10	13	76.9	18	35	53	24	20	4	2	22	2
DEN	DEN @ IND	11/09/2022	W	48	122	43	88	48.9	12	28	42.9	24	26	92.3	11	36	47	27	22	10	7	15	3
NYK	NYK @ BKN	11/09/2022	L	48	85	28	87	32.2	12	43	27.9	17	26	65.4	11	35	46	21	15	5	4	18	-27
SAS	SAS vs. DEN	11/07/2022	L	48	109	43	82	52.4	12	33	36.4	11	18	61.1	10	28	38	31	24	14	5	17	-6
IND	IND vs. NOP	11/07/2022	W	48	129	43	86	50.0	22	48	45.8	21	23	91.3	10	35	45	33	17	6	8	19	7
DEN	DEN @ SAS	11/07/2022	W	48	115	47	88	53.4	8	24	33.3	13	20	65.0	8	32	40	33	22	14	7	14	6
HOU	HOU @ ORL	11/07/2022	W	48	134	46	87	52.9	24	48	50.0	18	25	72.0	14	26	40	31	22	9	6	23	7
GSW	GSW vs. SAC	11/07/2022	W	48	116	44	88	50.0	14	38	36.8	14	21	66.7	8	40	48	28	15	5	4	21	3
LAL	LAL @ UTA	11/07/2022	L	48	116	40	82	48.8	9	24	37.5	27	30	90.0	7	26	33	15	16	7	5	21	-23
BOS	BOS @ MEM	11/07/2022	W	48	109	38	82	46.3	12	37	32.4	21	28	75.0	7	38	45	26	15	5	6	19	3
POR	POR @ MIA	11/07/2022	W	48	110	38	72	52.8	16	37	43.2	18	21	85.7	4	33	37	27	19	7	2	16	3
PHI	PHI vs. PHX	11/07/2022	W	48	100	31	80	38.8	12	32	37.5	26	31	83.9	15	33	48	22	16	5	6	17	12
NOP	NOP @ IND	11/07/2022	L	48	122	48	97	49.5	14	34	41.2	12	17	70.6	13	30	43	32	10	7	4	20	-7
ORL	ORL vs. HOU	11/07/2022	L	48	127	45	82	54.9	12	25	48.0	25	31	80.6	11	26	37	27	20	7	4	25	-7
MIL	MIL @ ATL	11/07/2022	L	48	98	36	87	41.4	13	40	32.5	13	16	81.3	6	35	41	21	19	5	9	18	-19
UTA	UTA vs. LAL	11/07/2022	W	48	139	53	95	55.8	16	38	42.1	17	22	77.3	10	31	41	30	15	10	7	23	23
NYK	NYK @ MIN	11/07/2022	W	48	120	39	89	43.8	19	48	39.6	23	25	92.0	9	34	43	26	19	13	2	23	13
CHA	CHA vs. WAS	11/07/2022	L	48	100	42	101	41.6	5	32	15.6	11	16	68.8	17	28	45	27	11	8	7	23	-8
OKC	OKC @ DET	11/07/2022	L	48	103	41	102	40.2	10	33	30.3	11	17	64.7	16	30	46	23	10	9	11	26	-9
ATL	ATL vs. MIL	11/07/2022	W	48	117	46	99	46.5	11	29	37.9	14	17	82.4	12	36	48	23	12	11	3	18	19
TOR	TOR @ CHI	11/07/2022	L	48	97	36	85	42.4	9	28	32.1	16	22	72.7	5	26	31	24	15	10	7	20	-14
CHI	CHI vs. TOR	11/07/2022	W	48	111	42	80	52.5	9	28	32.1	18	22	81.8	9	40	49	30	22	7	7	21	14
MIN	MIN vs. NYK	11/07/2022	L	48	107	38	81	46.9	11	41	26.8	20	24	83.3	4	35	39	28	18	7	8	18	-13
PHX	PHX @ PHI	11/07/2022	L	48	88	32	73	43.8	6	19	31.6	18	22	81.8	6	31	37	19	15	8	5	24	-12
MEM	MEM vs. BOS	11/07/2022	L	48	106	41	91	45.1	15	44	34.1	9	14	64.3	8	37	45	27	11	4	4	23	-3
DET	DET vs. OKC	11/07/2022	W	48	112	39	93	41.9	9	33	27.3	25	33	75.8	16	42	58	20	16	6	9	19	9
BKN	BKN @ DAL	11/07/2022	L	48	94	35	80	43.8	10	29	34.5	14	19	73.7	14	20	34	22	14	13	5	26	-2
CLE	CLE @ LAC	11/07/2022	L	48	117	43	83	51.8	16	33	48.5	15	21	71.4	10	38	48	29	17	6	2	21	-2
DAL	DAL vs. BKN	11/07/2022	W	48	96	32	72	44.4	12	28	42.9	20	24	83.3	12	29	41	18	22	7	3	20	2
MIA	MIA vs. POR	11/07/2022	L	48	107	40	84	47.6	14	39	35.9	13	15	86.7	5	27	32	28	12	11	2	18	-3
WAS	WAS @ CHA	11/07/2022	W	48	108	42	80	52.5	5	19	26.3	19	30	63.3	10	37	47	21	15	2	6	18	8
LAC	LAC vs. CLE	11/07/2022	W	48	119	40	79	50.6	17	38	44.7	22	28	78.6	4	27	31	19	9	8	2	19	2
SAC	SAC @ GSW	11/07/2022	L	48	113	37	91	40.7	14	40	35.0	25	29	86.2	9	34	43	24	11	9	0	20	-3
CHI	CHI @ TOR	11/06/2022	L	48	104	40	88	45.5	13	36	36.1	11	13	84.6	15	31	46	27	17	5	10	20	-9
WAS	WAS @ MEM	11/06/2022	L	48	97	41	96	42.7	8	41	19.5	7	10	70.0	15	34	49	25	10	5	5	21	-6
CLE	CLE @ LAL	11/06/2022	W	48	114	37	84	44.0	8	32	25.0	32	36	88.9	9	39	48	19	14	7	6	20	14
TOR	TOR vs. CHI	11/06/2022	W	48	113	44	103	42.7	10	37	27.0	15	20	75.0	23	29	52	28	9	11	10	16	9
MEM	MEM vs. WAS	11/06/2022	W	48	103	39	91	42.9	9	29	31.0	16	20	80.0	12	38	50	20	11	8	2	17	6
UTA	UTA @ LAC	11/06/2022	W	48	110	35	75	46.7	15	40	37.5	25	26	96.2	7	35	42	18	21	5	4	15	8
LAL	LAL vs. CLE	11/06/2022	L	48	100	40	87	46.0	8	27	29.6	12	21	57.1	10	33	43	24	17	4	4	26	-14
LAC	LAC vs. UTA	11/06/2022	L	48	102	43	87	49.4	8	33	24.2	8	13	61.5	4	28	32	22	14	11	2	26	-8
MIL	MIL vs. OKC	11/05/2022	W	48	108	38	90	42.2	17	47	36.2	15	17	88.2	18	37	55	23	19	7	6	16	14
HOU	HOU @ MIN	11/05/2022	L	48	117	40	84	47.6	16	38	42.1	21	31	67.7	12	21	33	27	23	10	0	18	-12
SAC	SAC @ ORL	11/05/2022	W	53	126	47	93	50.5	15	40	37.5	17	26	65.4	6	30	36	24	14	5	4	20	3
DEN	DEN vs. SAS	11/05/2022	W	48	126	53	87	60.9	15	29	51.7	5	10	50.0	10	37	47	37	18	10	0	15	25
POR	POR @ PHX	11/05/2022	L	48	82	30	79	38.0	7	15	46.7	15	24	62.5	8	32	40	22	18	5	7	26	-20
NYK	NYK vs. BOS	11/05/2022	L	48	118	46	90	51.1	11	27	40.7	15	16	93.8	12	32	44	22	14	6	4	14	-15
MIN	MIN vs. HOU	11/05/2022	W	48	129	49	80	61.3	15	33	45.5	16	20	80.0	9	27	36	38	24	11	5	27	12
ORL	ORL vs. SAC	11/05/2022	L	53	123	50	92	54.3	4	23	17.4	19	20	95.0	7	41	48	27	18	8	4	26	-3
